Netlist file: net.in   Architecture file: arch.in
Array size: 92 x 92 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
[32558]		70	32	0	#6465
[32559]		84	18	0	#6466
[32563]		87	17	0	#6467
[32564]		88	8	0	#6468
[32567]		66	36	0	#6469
[32568]		66	37	0	#6470
[32571]		65	37	0	#6471
[32573]		87	14	0	#6472
[32576]		88	20	0	#6473
[32578]		87	18	0	#6474
[32580]		76	42	0	#6475
[32581]		75	44	0	#6476
[32583]		57	20	0	#6477
[32586]		59	20	0	#6478
[32587]		77	39	0	#6479
[32589]		79	43	0	#6480
[32591]		80	43	0	#6481
[32592]		59	18	0	#6482
[32595]		59	19	0	#6483
[32596]		78	19	0	#6484
[32599]		77	19	0	#6485
[32602]		60	17	0	#6486
[32605]		82	33	0	#6487
[32606]		83	44	0	#6488
[32608]		82	44	0	#6489
[32609]		83	43	0	#6490
[32611]		82	43	0	#6491
[32613]		79	17	0	#6492
[32614]		78	17	0	#6493
[32616]		61	17	0	#6494
[32617]		79	37	0	#6495
[32619]		79	36	0	#6496
[32621]		82	34	0	#6497
[32622]		74	25	0	#6498
[32624]		78	35	0	#6499
[32627]		78	40	0	#6500
[32628]		77	37	0	#6501
[32629]		77	36	0	#6502
[32630]		80	30	0	#6503
[32631]		79	30	0	#6504
[32633]		81	29	0	#6505
[32634]		82	36	0	#6506
[32635]		83	39	0	#6507
[32636]		83	38	0	#6508
[32638]		74	26	0	#6509
[32639]		80	38	0	#6510
[32640]		80	36	0	#6511
[32641]		81	37	0	#6512
[32643]		82	39	0	#6513
[32645]		78	30	0	#6514
[32647]		81	39	0	#6515
[32648]		78	34	0	#6516
[32649]		77	35	0	#6517
[32651]		70	30	0	#6518
[32652]		77	34	0	#6519
[32654]		77	29	0	#6520
[32655]		78	29	0	#6521
[32657]		83	41	0	#6522
[32659]		78	26	0	#6523
[32660]		76	30	0	#6524
[32661]		76	29	0	#6525
[32662]		77	33	0	#6526
[32663]		77	32	0	#6527
[32664]		82	31	0	#6528
[32665]		77	27	0	#6529
[32666]		82	40	0	#6530
[32667]		81	43	0	#6531
[32668]		78	32	0	#6532
[32669]		82	41	0	#6533
[32671]		77	30	0	#6534
[32672]		78	31	0	#6535
[32673]		81	41	0	#6536
[32676]		78	28	0	#6537
[32677]		76	27	0	#6538
[32678]		77	31	0	#6539
[32680]		77	28	0	#6540
[32681]		74	30	0	#6541
[32682]		81	35	0	#6542
[32684]		62	31	0	#6543
[32685]		62	30	0	#6544
[32687]		81	40	0	#6545
[32689]		61	6	0	#6546
[32690]		64	30	0	#6547
[32691]		63	30	0	#6548
[32692]		80	29	0	#6549
[32693]		79	29	0	#6550
[32694]		82	30	0	#6551
[32695]		80	37	0	#6552
[32696]		79	42	0	#6553
[32697]		79	24	0	#6554
[32700]		80	40	0	#6555
[32702]		79	26	0	#6556
[32703]		80	28	0	#6557
[32704]		79	40	0	#6558
[32706]		79	28	0	#6559
[32709]		62	12	0	#6560
[32710]		63	17	0	#6561
[32711]		71	28	0	#6562
[32712]		62	18	0	#6563
[32714]		62	19	0	#6564
[32715]		60	20	0	#6565
[32717]		61	20	0	#6566
[32720]		62	34	0	#6567
[32722]		62	26	0	#6568
[32724]		65	27	0	#6569
[32726]		64	27	0	#6570
[32727]		63	26	0	#6571
[32728]		58	25	0	#6572
[32729]		61	28	0	#6573
[32730]		58	33	0	#6574
[32731]		60	30	0	#6575
[32733]		66	27	0	#6576
[32735]		58	28	0	#6577
[32736]		67	28	0	#6578
[32737]		59	26	0	#6579
[32740]		59	27	0	#6580
[32741]		66	28	0	#6581
[32742]		62	28	0	#6582
[32746]		60	7	0	#6583
[32748]		62	5	0	#6584
[32749]		60	23	0	#6585
[32750]		61	7	0	#6586
[32751]		60	21	0	#6587
[32752]		60	22	0	#6588
[32754]		62	22	0	#6589
[32756]		61	22	0	#6590
[32758]		63	7	0	#6591
[32759]		61	12	0	#6592
[32761]		59	12	0	#6593
[32763]		58	24	0	#6594
[32764]		60	10	0	#6595
[32765]		59	24	0	#6596
[32766]		59	21	0	#6597
[32769]		59	22	0	#6598
[32771]		60	12	0	#6599
[32772]		59	16	0	#6600
[32774]		50	21	0	#6601
[32776]		51	21	0	#6602
[32777]		55	35	0	#6603
[32779]		45	26	0	#6604
[32780]		46	26	0	#6605
[32782]		52	21	0	#6606
[32783]		52	22	0	#6607
[32784]		44	27	0	#6608
[32786]		45	27	0	#6609
[32787]		52	28	0	#6610
[32789]		51	28	0	#6611
[32791]		52	26	0	#6612
[32793]		48	28	0	#6613
[32794]		46	28	0	#6614
[32795]		46	27	0	#6615
[32796]		47	28	0	#6616
[32798]		65	26	0	#6617
[32799]		54	28	0	#6618
[32800]		53	33	0	#6619
[32801]		50	29	0	#6620
[32803]		55	32	0	#6621
[32805]		59	29	0	#6622
[32806]		59	30	0	#6623
[32808]		51	29	0	#6624
[32809]		58	32	0	#6625
[32810]		58	31	0	#6626
[32811]		62	32	0	#6627
[32812]		63	32	0	#6628
[32814]		56	29	0	#6629
[32815]		53	34	0	#6630
[32816]		52	30	0	#6631
[32817]		55	27	0	#6632
[32818]		53	35	0	#6633
[32819]		61	29	0	#6634
[32820]		54	37	0	#6635
[32821]		54	34	0	#6636
[32823]		54	35	0	#6637
[32825]		52	29	0	#6638
[32826]		63	29	0	#6639
[32827]		62	29	0	#6640
[32828]		54	29	0	#6641
[32831]		59	31	0	#6642
[32832]		60	29	0	#6643
[32836]		55	31	0	#6644
[32837]		56	30	0	#6645
[32839]		49	24	0	#6646
[32841]		60	4	0	#6647
[32842]		57	28	0	#6648
[32843]		58	29	0	#6649
[32844]		55	30	0	#6650
[32845]		55	29	0	#6651
[32846]		57	26	0	#6652
[32847]		50	24	0	#6653
[32848]		52	24	0	#6654
[32849]		54	21	0	#6655
[32850]		57	25	0	#6656
[32853]		50	25	0	#6657
[32855]		55	23	0	#6658
[32857]		51	25	0	#6659
[32859]		56	23	0	#6660
[32861]		59	7	0	#6661
[32862]		58	12	0	#6662
[32864]		57	34	0	#6663
[32865]		58	34	0	#6664
[32867]		49	27	0	#6665
[32868]		57	30	0	#6666
[32869]		58	30	0	#6667
[32870]		54	31	0	#6668
[32871]		54	30	0	#6669
[32873]		53	24	0	#6670
[32874]		48	26	0	#6671
[32875]		48	24	0	#6672
[32876]		53	20	0	#6673
[32879]		49	26	0	#6674
[32881]		54	23	0	#6675
[32882]		54	25	0	#6676
[32883]		49	25	0	#6677
[32885]		54	24	0	#6678
[32887]		58	14	0	#6679
[32888]		58	18	0	#6680
[32890]		56	32	0	#6681
[32891]		48	27	0	#6682
[32893]		56	28	0	#6683
[32894]		53	27	0	#6684
[32895]		50	27	0	#6685
[32898]		51	22	0	#6686
[32899]		47	27	0	#6687
[32900]		52	27	0	#6688
[32902]		51	27	0	#6689
[32903]		60	26	0	#6690
[32904]		59	14	0	#6691
[32905]		61	31	0	#6692
[32906]		61	30	0	#6693
[32909]		61	27	0	#6694
[32910]		61	19	0	#6695
[32911]		64	26	0	#6696
[32912]		62	25	0	#6697
[32914]		63	25	0	#6698
[32915]		64	25	0	#6699
[32916]		63	13	0	#6700
[32919]		64	16	0	#6701
[32920]		91	43	0	#6702
[32921]		90	43	0	#6703
[32922]		89	43	0	#6704
[32923]		90	38	0	#6705
[32924]		90	37	0	#6706
[32925]		89	37	0	#6707
[32927]		88	41	0	#6708
[32929]		88	40	0	#6709
[32930]		86	44	0	#6710
[32931]		86	43	0	#6711
[32932]		83	28	0	#6712
[32933]		82	27	0	#6713
[32934]		82	28	0	#6714
[32935]		88	39	0	#6715
[32936]		88	38	0	#6716
[32937]		89	40	0	#6717
[32938]		89	39	0	#6718
[32939]		86	42	0	#6719
[32941]		89	33	0	#6720
[32942]		84	32	0	#6721
[32943]		84	34	0	#6722
[32944]		84	31	0	#6723
[32945]		85	31	0	#6724
[32946]		83	32	0	#6725
[32948]		85	32	0	#6726
[32949]		86	35	0	#6727
[32950]		87	41	0	#6728
[32951]		85	4	0	#6729
[32952]		85	5	0	#6730
[32953]		87	3	0	#6731
[32954]		87	4	0	#6732
[32955]		83	4	0	#6733
[32956]		81	3	0	#6734
[32957]		85	40	0	#6735
[32958]		82	15	0	#6736
[32959]		81	15	0	#6737
[32960]		83	13	0	#6738
[32962]		81	9	0	#6739
[32963]		82	7	0	#6740
[32964]		77	8	0	#6741
[32965]		74	10	0	#6742
[32966]		59	17	0	#6743
[32967]		71	10	0	#6744
[32969]		77	17	0	#6745
[32970]		76	17	0	#6746
[32973]		84	39	0	#6747
[32975]		84	9	0	#6748
[32976]		84	6	0	#6749
[32978]		80	4	0	#6750
[32979]		84	5	0	#6751
[32982]		82	4	0	#6752
[32984]		78	5	0	#6753
[32985]		81	14	0	#6754
[32986]		77	16	0	#6755
[32987]		78	15	0	#6756
[32989]		82	11	0	#6757
[32990]		83	37	0	#6758
[32991]		82	3	0	#6759
[32992]		83	35	0	#6760
[32994]		78	7	0	#6761
[32995]		77	11	0	#6762
[32996]		63	11	0	#6763
[32997]		65	10	0	#6764
[32998]		75	13	0	#6765
[33000]		76	11	0	#6766
[33001]		75	11	0	#6767
[33003]		82	37	0	#6768
[33004]		83	34	0	#6769
[33007]		82	13	0	#6770
[33008]		82	2	0	#6771
[33010]		79	7	0	#6772
[33011]		78	2	0	#6773
[33013]		91	23	0	#6774
[33014]		90	23	0	#6775
[33015]		92	29	0	#6776
[33016]		92	28	0	#6777
[33017]		87	29	0	#6778
[33018]		91	29	0	#6779
[33019]		85	43	0	#6780
[33020]		83	21	0	#6781
[33021]		82	26	0	#6782
[33022]		82	22	0	#6783
[33023]		88	27	0	#6784
[33024]		88	23	0	#6785
[33026]		84	24	0	#6786
[33027]		83	24	0	#6787
[33028]		84	20	0	#6788
[33029]		85	20	0	#6789
[33030]		84	22	0	#6790
[33032]		85	22	0	#6791
[33034]		84	42	0	#6792
[33035]		87	27	0	#6793
[33036]		88	24	0	#6794
[33040]		88	28	0	#6795
[33043]		86	41	0	#6796
[33044]		86	38	0	#6797
[33045]		89	36	0	#6798
[33046]		87	36	0	#6799
[33047]		88	37	0	#6800
[33050]		88	36	0	#6801
[33052]		88	34	0	#6802
[33055]		91	40	0	#6803
[33056]		91	39	0	#6804
[33057]		91	38	0	#6805
[33058]		91	42	0	#6806
[33059]		90	42	0	#6807
[33060]		90	41	0	#6808
[33062]		91	37	0	#6809
[33064]		91	36	0	#6810
[33065]		87	43	0	#6811
[33066]		87	42	0	#6812
[33067]		87	40	0	#6813
[33068]		87	39	0	#6814
[33069]		90	40	0	#6815
[33070]		90	39	0	#6816
[33071]		86	39	0	#6817
[33072]		90	36	0	#6818
[33073]		87	37	0	#6819
[33074]		86	40	0	#6820
[33075]		92	23	0	#6821
[33076]		92	24	0	#6822
[33077]		92	26	0	#6823
[33078]		92	27	0	#6824
[33079]		89	28	0	#6825
[33080]		91	25	0	#6826
[33081]		86	37	0	#6827
[33082]		86	29	0	#6828
[33083]		90	24	0	#6829
[33085]		84	33	0	#6830
[33086]		86	27	0	#6831
[33087]		90	25	0	#6832
[33091]		90	27	0	#6833
[33093]		87	5	0	#6834
[33094]		87	6	0	#6835
[33095]		89	3	0	#6836
[33096]		89	4	0	#6837
[33097]		87	2	0	#6838
[33098]		85	2	0	#6839
[33099]		85	36	0	#6840
[33100]		83	6	0	#6841
[33101]		81	7	0	#6842
[33103]		84	35	0	#6843
[33105]		84	8	0	#6844
[33106]		86	6	0	#6845
[33108]		83	3	0	#6846
[33109]		86	5	0	#6847
[33111]		82	12	0	#6848
[33112]		79	9	0	#6849
[33113]		79	5	0	#6850
[33114]		81	2	0	#6851
[33115]		81	4	0	#6852
[33116]		76	5	0	#6853
[33117]		56	26	0	#6854
[33119]		80	25	0	#6855
[33120]		56	27	0	#6856
[33121]		79	25	0	#6857
[33124]		79	12	0	#6858
[33125]		79	4	0	#6859
[33127]		76	6	0	#6860
[33128]		80	2	0	#6861
[33130]		91	32	0	#6862
[33131]		92	34	0	#6863
[33132]		92	30	0	#6864
[33133]		92	32	0	#6865
[33134]		87	30	0	#6866
[33136]		86	31	0	#6867
[33137]		86	30	0	#6868
[33138]		92	31	0	#6869
[33139]		90	31	0	#6870
[33140]		89	30	0	#6871
[33143]		89	31	0	#6872
[33144]		90	30	0	#6873
[33145]		92	22	0	#6874
[33146]		92	19	0	#6875
[33147]		92	21	0	#6876
[33148]		87	21	0	#6877
[33149]		92	25	0	#6878
[33150]		86	22	0	#6879
[33151]		87	22	0	#6880
[33152]		89	25	0	#6881
[33156]		90	22	0	#6882
[33158]		88	2	0	#6883
[33159]		89	2	0	#6884
[33160]		84	2	0	#6885
[33161]		79	2	0	#6886
[33162]		85	6	0	#6887
[33163]		83	8	0	#6888
[33164]		85	8	0	#6889
[33166]		85	7	0	#6890
[33167]		88	3	0	#6891
[33169]		79	3	0	#6892
[33170]		85	3	0	#6893
[33172]		77	3	0	#6894
[33173]		76	2	0	#6895
[33174]		83	2	0	#6896
[33175]		75	3	0	#6897
[33177]		80	10	0	#6898
[33178]		78	12	0	#6899
[33180]		78	11	0	#6900
[33181]		77	4	0	#6901
[33183]		75	5	0	#6902
[33184]		77	1	0	#6903
[33187]		85	38	0	#6904
[33188]		87	38	0	#6905
[33189]		91	35	0	#6906
[33190]		90	33	0	#6907
[33191]		89	38	0	#6908
[33194]		90	34	0	#6909
[33196]		89	32	0	#6910
[33197]		88	31	0	#6911
[33198]		88	30	0	#6912
[33201]		76	26	0	#6913
[33202]		82	6	0	#6914
[33206]		82	42	0	#6915
[33209]		79	35	0	#6916
[33210]		78	33	0	#6917
[33212]		79	33	0	#6918
[33214]		60	15	0	#6919
[33215]		61	18	0	#6920
[33218]		64	18	0	#6921
[33220]		73	27	0	#6922
[33223]		62	43	0	#6923
[33225]		66	44	0	#6924
[33226]		63	43	0	#6925
[33227]		67	43	0	#6926
[33228]		67	44	0	#6927
[33230]		69	44	0	#6928
[33234]		68	43	0	#6929
[33235]		69	43	0	#6930
[33236]		71	43	0	#6931
[33238]		75	43	0	#6932
[33240]		73	43	0	#6933
[33241]		72	43	0	#6934
[33242]		74	41	0	#6935
[33244]		75	29	0	#6936
[33246]		75	36	0	#6937
[33249]		48	49	0	#6938
[33251]		42	63	0	#6939
[33252]		42	65	0	#6940
[33254]		41	65	0	#6941
[33256]		41	64	0	#6942
[33257]		47	47	0	#6943
[33258]		46	47	0	#6944
[33260]		48	50	0	#6945
[33261]		47	49	0	#6946
[33262]		45	47	0	#6947
[33263]		47	48	0	#6948
[33266]		70	72	0	#6949
[33267]		40	87	0	#6950
[33270]		51	81	0	#6951
[33272]		52	82	0	#6952
[33274]		42	82	0	#6953
[33276]		47	83	0	#6954
[33278]		48	83	0	#6955
[33279]		50	80	0	#6956
[33282]		46	83	0	#6957
[33284]		46	82	0	#6958
[33288]		50	81	0	#6959
[33290]		52	79	0	#6960
[33291]		42	83	0	#6961
[33293]		51	80	0	#6962
[33294]		43	82	0	#6963
[33295]		48	82	0	#6964
[33296]		47	82	0	#6965
[33297]		49	81	0	#6966
[33298]		52	80	0	#6967
[33299]		52	81	0	#6968
[33302]		53	80	0	#6969
[33303]		47	81	0	#6970
[33304]		54	82	0	#6971
[33305]		55	81	0	#6972
[33306]		56	80	0	#6973
[33307]		54	80	0	#6974
[33309]		78	67	0	#6975
[33310]		40	92	0	#6976
[33319]		54	89	0	#6977
[33321]		56	88	0	#6978
[33325]		60	90	0	#6979
[33327]		61	89	0	#6980
[33328]		47	91	0	#6981
[33331]		61	87	0	#6982
[33333]		61	88	0	#6983
[33334]		48	91	0	#6984
[33336]		49	92	0	#6985
[33339]		53	89	0	#6986
[33340]		54	88	0	#6987
[33341]		62	89	0	#6988
[33342]		62	87	0	#6989
[33343]		48	90	0	#6990
[33345]		61	85	0	#6991
[33346]		53	88	0	#6992
[33347]		60	86	0	#6993
[33348]		55	82	0	#6994
[33349]		57	84	0	#6995
[33350]		62	85	0	#6996
[33352]		80	66	0	#6997
[33355]		76	66	0	#6998
[33364]		54	92	0	#6999
[33366]		55	91	0	#7000
[33370]		59	91	0	#7001
[33372]		57	91	0	#7002
[33373]		45	91	0	#7003
[33376]		59	86	0	#7004
[33378]		59	85	0	#7005
[33379]		42	91	0	#7006
[33381]		46	91	0	#7007
[33384]		57	92	0	#7008
[33385]		55	92	0	#7009
[33386]		58	91	0	#7010
[33387]		58	85	0	#7011
[33388]		45	92	0	#7012
[33390]		58	84	0	#7013
[33391]		56	92	0	#7014
[33392]		58	82	0	#7015
[33393]		49	80	0	#7016
[33394]		57	80	0	#7017
[33395]		58	81	0	#7018
[33398]		45	83	0	#7019
[33400]		44	82	0	#7020
[33404]		48	78	0	#7021
[33406]		49	79	0	#7022
[33407]		43	78	0	#7023
[33410]		46	80	0	#7024
[33412]		47	80	0	#7025
[33413]		43	80	0	#7026
[33415]		44	79	0	#7027
[33417]		43	79	0	#7028
[33420]		43	81	0	#7029
[33421]		44	81	0	#7030
[33426]		48	79	0	#7031
[33427]		46	79	0	#7032
[33428]		45	78	0	#7033
[33429]		45	81	0	#7034
[33433]		48	77	0	#7035
[33434]		57	73	0	#7036
[33438]		50	87	0	#7037
[33440]		52	86	0	#7038
[33442]		42	85	0	#7039
[33444]		47	88	0	#7040
[33446]		46	88	0	#7041
[33450]		49	86	0	#7042
[33452]		48	85	0	#7043
[33453]		51	89	0	#7044
[33456]		47	84	0	#7045
[33458]		55	88	0	#7046
[33459]		42	88	0	#7047
[33461]		51	87	0	#7048
[33462]		42	86	0	#7049
[33463]		47	87	0	#7050
[33464]		48	86	0	#7051
[33465]		47	85	0	#7052
[33466]		56	87	0	#7053
[33467]		52	87	0	#7054
[33470]		55	87	0	#7055
[33471]		47	86	0	#7056
[33472]		54	86	0	#7057
[33473]		51	86	0	#7058
[33474]		55	86	0	#7059
[33475]		58	87	0	#7060
[33476]		80	62	0	#7061
[33484]		54	90	0	#7062
[33486]		56	91	0	#7063
[33487]		42	89	0	#7064
[33490]		55	90	0	#7065
[33492]		56	89	0	#7066
[33496]		59	90	0	#7067
[33498]		60	89	0	#7068
[33499]		42	90	0	#7069
[33501]		44	89	0	#7070
[33504]		57	90	0	#7071
[33505]		56	90	0	#7072
[33506]		57	89	0	#7073
[33507]		58	89	0	#7074
[33508]		44	90	0	#7075
[33510]		59	89	0	#7076
[33511]		58	90	0	#7077
[33512]		58	88	0	#7078
[33513]		54	87	0	#7079
[33514]		57	87	0	#7080
[33515]		60	87	0	#7081
[33518]		45	86	0	#7082
[33520]		46	84	0	#7083
[33524]		52	85	0	#7084
[33526]		52	83	0	#7085
[33527]		43	88	0	#7086
[33530]		53	85	0	#7087
[33532]		53	83	0	#7088
[33533]		43	85	0	#7089
[33535]		45	88	0	#7090
[33537]		43	87	0	#7091
[33540]		41	86	0	#7092
[33541]		43	86	0	#7093
[33544]		44	86	0	#7094
[33545]		46	85	0	#7095
[33546]		52	84	0	#7096
[33547]		53	84	0	#7097
[33548]		44	87	0	#7098
[33550]		59	84	0	#7099
[33551]		46	86	0	#7100
[33552]		60	83	0	#7101
[33553]		54	85	0	#7102
[33554]		57	85	0	#7103
[33555]		60	84	0	#7104
[33564]		54	91	0	#7105
[33566]		52	91	0	#7106
[33567]		50	91	0	#7107
[33570]		61	91	0	#7108
[33572]		61	92	0	#7109
[33576]		60	91	0	#7110
[33578]		61	90	0	#7111
[33579]		51	90	0	#7112
[33581]		50	92	0	#7113
[33584]		53	90	0	#7114
[33585]		53	91	0	#7115
[33586]		62	91	0	#7116
[33587]		62	90	0	#7117
[33588]		51	92	0	#7118
[33590]		63	90	0	#7119
[33591]		53	92	0	#7120
[33592]		60	88	0	#7121
[33593]		50	86	0	#7122
[33594]		57	86	0	#7123
[33595]		62	88	0	#7124
[33596]		76	69	0	#7125
[33598]		59	79	0	#7126
[33599]		56	83	0	#7127
[33600]		50	79	0	#7128
[33601]		77	67	0	#7129
[33603]		59	82	0	#7130
[33604]		57	82	0	#7131
[33605]		78	70	0	#7132
[33608]		57	81	0	#7133
[33609]		56	84	0	#7134
[33611]		58	79	0	#7135
[33612]		59	81	0	#7136
[33613]		74	69	0	#7137
[33614]		75	66	0	#7138
[33616]		75	67	0	#7139
[33618]		76	68	0	#7140
[33619]		77	68	0	#7141
[33621]		78	68	0	#7142
[33622]		79	67	0	#7143
[33627]		79	63	0	#7144
[33628]		79	65	0	#7145
[33630]		84	73	0	#7146
[33632]		84	75	0	#7147
[33634]		76	65	0	#7148
[33636]		92	75	0	#7149
[33637]		90	74	0	#7150
[33638]		85	75	0	#7151
[33640]		87	74	0	#7152
[33641]		89	75	0	#7153
[33642]		76	63	0	#7154
[33643]		78	63	0	#7155
[33644]		76	62	0	#7156
[33645]		74	62	0	#7157
[33647]		75	62	0	#7158
[33649]		75	64	0	#7159
[33651]		77	64	0	#7160
[33657]		86	73	0	#7161
[33658]		87	75	0	#7162
[33660]		86	74	0	#7163
[33661]		71	56	0	#7164
[33662]		73	60	0	#7165
[33663]		71	71	0	#7166
[33665]		72	71	0	#7167
[33666]		56	77	0	#7168
[33668]		56	73	0	#7169
[33669]		47	72	0	#7170
[33672]		66	69	0	#7171
[33674]		73	70	0	#7172
[33677]		54	57	0	#7173
[33678]		54	66	0	#7174
[33679]		53	57	0	#7175
[33680]		53	58	0	#7176
[33681]		53	71	0	#7177
[33682]		58	71	0	#7178
[33684]		68	71	0	#7179
[33685]		58	72	0	#7180
[33686]		55	72	0	#7181
[33688]		48	57	0	#7182
[33689]		54	69	0	#7183
[33691]		66	73	0	#7184
[33693]		62	79	0	#7185
[33695]		63	77	0	#7186
[33696]		44	70	0	#7187
[33697]		61	72	0	#7188
[33698]		61	78	0	#7189
[33699]		44	71	0	#7190
[33700]		59	71	0	#7191
[33701]		58	76	0	#7192
[33702]		65	76	0	#7193
[33704]		64	77	0	#7194
[33705]		63	69	0	#7195
[33706]		45	70	0	#7196
[33709]		53	70	0	#7197
[33710]		59	70	0	#7198
[33713]		59	73	0	#7199
[33715]		63	79	0	#7200
[33716]		61	75	0	#7201
[33721]		46	71	0	#7202
[33724]		57	71	0	#7203
[33725]		54	71	0	#7204
[33727]		56	71	0	#7205
[33728]		72	70	0	#7206
[33730]		66	70	0	#7207
[33732]		66	71	0	#7208
[33733]		67	70	0	#7209
[33734]		76	57	0	#7210
[33735]		76	58	0	#7211
[33736]		49	76	0	#7212
[33737]		67	79	0	#7213
[33738]		67	80	0	#7214
[33739]		64	79	0	#7215
[33740]		64	80	0	#7216
[33741]		68	79	0	#7217
[33742]		67	81	0	#7218
[33743]		56	79	0	#7219
[33744]		56	78	0	#7220
[33745]		67	74	0	#7221
[33746]		47	76	0	#7222
[33748]		48	75	0	#7223
[33750]		48	72	0	#7224
[33751]		48	76	0	#7225
[33753]		50	75	0	#7226
[33754]		51	75	0	#7227
[33755]		60	76	0	#7228
[33756]		61	77	0	#7229
[33758]		49	75	0	#7230
[33759]		46	74	0	#7231
[33760]		49	73	0	#7232
[33763]		48	74	0	#7233
[33764]		56	74	0	#7234
[33765]		65	80	0	#7235
[33769]		65	78	0	#7236
[33770]		65	73	0	#7237
[33773]		71	57	0	#7238
[33774]		72	59	0	#7239
[33776]		69	81	0	#7240
[33777]		70	83	0	#7241
[33779]		69	83	0	#7242
[33780]		69	88	0	#7243
[33782]		69	87	0	#7244
[33783]		64	87	0	#7245
[33785]		65	87	0	#7246
[33786]		52	77	0	#7247
[33789]		62	83	0	#7248
[33793]		79	81	0	#7249
[33795]		71	72	0	#7250
[33796]		76	74	0	#7251
[33797]		76	73	0	#7252
[33799]		64	74	0	#7253
[33801]		73	77	0	#7254
[33802]		74	77	0	#7255
[33803]		76	72	0	#7256
[33804]		62	78	0	#7257
[33805]		66	79	0	#7258
[33806]		59	75	0	#7259
[33807]		52	72	0	#7260
[33809]		68	88	0	#7261
[33812]		63	86	0	#7262
[33813]		49	77	0	#7263
[33817]		78	75	0	#7264
[33818]		78	74	0	#7265
[33821]		50	76	0	#7266
[33824]		64	78	0	#7267
[33825]		72	75	0	#7268
[33827]		55	78	0	#7269
[33828]		68	77	0	#7270
[33830]		69	79	0	#7271
[33831]		73	78	0	#7272
[33833]		78	85	0	#7273
[33834]		55	76	0	#7274
[33835]		55	75	0	#7275
[33836]		57	75	0	#7276
[33837]		64	76	0	#7277
[33839]		69	78	0	#7278
[33842]		53	75	0	#7279
[33844]		53	73	0	#7280
[33846]		53	74	0	#7281
[33847]		62	76	0	#7282
[33848]		65	86	0	#7283
[33850]		67	85	0	#7284
[33855]		70	85	0	#7285
[33856]		68	73	0	#7286
[33858]		75	72	0	#7287
[33859]		74	81	0	#7288
[33860]		75	71	0	#7289
[33861]		73	71	0	#7290
[33862]		78	58	0	#7291
[33863]		76	59	0	#7292
[33864]		74	57	0	#7293
[33866]		78	78	0	#7294
[33868]		79	77	0	#7295
[33870]		76	76	0	#7296
[33872]		78	76	0	#7297
[33875]		79	84	0	#7298
[33876]		80	83	0	#7299
[33880]		76	79	0	#7300
[33881]		77	87	0	#7301
[33882]		74	71	0	#7302
[33883]		77	86	0	#7303
[33885]		57	72	0	#7304
[33886]		66	74	0	#7305
[33887]		69	77	0	#7306
[33889]		51	68	0	#7307
[33891]		52	68	0	#7308
[33892]		74	72	0	#7309
[33893]		74	74	0	#7310
[33896]		76	82	0	#7311
[33899]		79	82	0	#7312
[33900]		77	82	0	#7313
[33904]		78	80	0	#7314
[33906]		77	77	0	#7315
[33907]		75	57	0	#7316
[33908]		74	45	0	#7317
[33909]		79	44	0	#7318
[33910]		76	45	0	#7319
[33911]		80	44	0	#7320
[33914]		76	48	0	#7321
[33915]		84	47	0	#7322
[33916]		83	48	0	#7323
[33918]		84	48	0	#7324
[33919]		85	44	0	#7325
[33920]		83	45	0	#7326
[33922]		85	45	0	#7327
[33923]		84	49	0	#7328
[33924]		83	49	0	#7329
[33926]		83	50	0	#7330
[33927]		80	56	0	#7331
[33929]		80	55	0	#7332
[33930]		84	44	0	#7333
[33931]		82	45	0	#7334
[33932]		81	45	0	#7335
[33933]		80	47	0	#7336
[33935]		81	46	0	#7337
[33936]		75	47	0	#7338
[33938]		75	48	0	#7339
[33939]		69	90	0	#7340
[33940]		67	86	0	#7341
[33941]		71	85	0	#7342
[33943]		78	47	0	#7343
[33945]		78	48	0	#7344
[33946]		82	53	0	#7345
[33947]		80	53	0	#7346
[33949]		75	49	0	#7347
[33952]		79	49	0	#7348
[33954]		74	63	0	#7349
[33955]		73	63	0	#7350
[33956]		69	58	0	#7351
[33958]		63	61	0	#7352
[33959]		72	63	0	#7353
[33960]		72	62	0	#7354
[33961]		57	69	0	#7355
[33962]		58	69	0	#7356
[33964]		63	59	0	#7357
[33965]		60	60	0	#7358
[33966]		61	61	0	#7359
[33967]		65	61	0	#7360
[33968]		56	67	0	#7361
[33971]		58	67	0	#7362
[33973]		61	60	0	#7363
[33976]		62	60	0	#7364
[33977]		65	60	0	#7365
[33978]		64	60	0	#7366
[33979]		73	62	0	#7367
[33983]		72	61	0	#7368
[33986]		68	61	0	#7369
[33987]		73	66	0	#7370
[33989]		66	81	0	#7371
[33990]		65	81	0	#7372
[33992]		66	60	0	#7373
[33993]		70	59	0	#7374
[33994]		69	61	0	#7375
[33996]		65	72	0	#7376
[33998]		69	59	0	#7377
[34001]		69	60	0	#7378
[34002]		65	62	0	#7379
[34003]		71	61	0	#7380
[34005]		68	62	0	#7381
[34007]		71	62	0	#7382
[34008]		70	58	0	#7383
[34010]		66	66	0	#7384
[34011]		66	65	0	#7385
[34013]		62	64	0	#7386
[34014]		66	68	0	#7387
[34015]		66	67	0	#7388
[34016]		61	68	0	#7389
[34017]		61	69	0	#7390
[34019]		67	58	0	#7391
[34020]		68	57	0	#7392
